"enb","KE","Markweeta"
"enc","VN","En"
"end","ID","Ende"
"enf","RU","Enets, Forest"
"eng","AE","English"
"eng","AG","English"
"eng","AI","English"
"eng","AS","English"
"eng","AU","English"
"eng","AW","English"
"eng","BB","English"
"eng","BH","English"
"eng","BL","English"
"eng","BM","English"
"eng","BN","English"
"eng","BQ","English"
"eng","BS","English"
"eng","BT","English"
"eng","BW","English"
"eng","BZ","English"
"eng","CA","English"
"eng","CK","English"
"eng","CM","English"
"eng","CW","English"
"eng","DM","English"
"eng","DO","English"
"eng","ER","English"
"eng","ET","English"
"eng","FJ","English"
"eng","FM","English"
"eng","GB","English"
"eng","GD","English"
"eng","GH","English"
"eng","GI","English"
"eng","GM","English"
"eng","GU","English"
"eng","GY","English"
"eng","HK","English"
"eng","HN","English"
"eng","IE","English"
"eng","IL","English"
"eng","IM","English"
"eng","IN","English"
"eng","IO","English"
"eng","JM","English"
"eng","KE","English"
"eng","KH","English"
"eng","KI","English"
"eng","KN","English"
"eng","KY","English"
"eng","LB","English"
"eng","LC","English"
"eng","LK","English"
"eng","LR","English"
"eng","LS","English"
"eng","MF","English"
"eng","MG","English"
"eng","MH","English"
"eng","MP","English"
"eng","MS","English"
"eng","MT","English"
"eng","MU","English"
"eng","MV","English"
"eng","MW","English"
"eng","MY","English"
"eng","NA","English"
"eng","NF","English"
"eng","NG","English"
"eng","NR","English"
"eng","NU","English"
"eng","NZ","English"
"eng","OM","English"
"eng","PG","English"
"eng","PH","English"
"eng","PK","English"
"eng","PM","English"
"eng","PN","English"
"eng","PR","English"
"eng","PW","English"
"eng","RW","English"
"eng","SB","English"
"eng","SC","English"
"eng","SD","English"
"eng","SG","English"
"eng","SL","English"
"eng","SO","English"
"eng","SS","English"
"eng","SX","English"
"eng","SZ","English"
"eng","TC","English"
"eng","TK","English"
"eng","TO","English"
"eng","TT","English"
"eng","TV","English"
"eng","TZ","English"
"eng","UG","English"
"eng","US","English"
"eng","VC","English"
"eng","VG","English"
"eng","VI","English"
"eng","VU","English"
"eng","WS","English"
"eng","ZA","English"
"eng","ZM","English"
"eng","ZW","English"
"enh","RU","Enets, Tundra"
"enn","NG","Engenni"
"eno","ID","Enggano"
"enq","PG","Enga"
"enr","ID","Emem"
"enu","CN","Enu"
"env","NG","Enwan"
"enw","NG","Enwan"
"eot","CI","Beti"
"epi","NG","Epie"
"epo","PL","Esperanto"
"era","IN","Eravallan"
"erg","VU","Sie"
"erh","NG","Eruwa"
"eri","PG","Ogea"
"erk","VU","Efate, South"
"ero","CN","Horpa"
"err","AU","Erre"
"ers","CN","Ersu"
"ert","ID","Eritai"
"erw","ID","Erokwanas"
"ese","BO","Ese Ejja"
"ese","PE","Ese Ejja"
"esh","IR","Eshtehardi"
"esi","CA","Inuktitut, North Alaskan"
"esi","US","Inupiatun, North Alaskan"
"esk","US","Inupiatun, Northwest Alaska"
"esl","EG","Egypt Sign Language"
"esn","SV","Salvadoran Sign Language"
"eso","EE","Estonian Sign Language"
"esq","US","Esselen"
"ess","RU","Yupik, Central Siberian"
"ess","US","Yupik, Central Siberian"
"est","EE","Estonian"
"esu","US","Yupik, Central"
"etb","NG","Etebi"
"eth","ET","Ethiopian Sign Language"
"etn","VU","Eton"
"eto","CM","Eton"
"etr","PG","Edolo"
"ets","NG","Yekhee"
"etu","CM","Ejagham"
"etu","NG","Ejagham"
"etx","NG","Eten"
"etz","ID","Semimi"
"eus","ES","Basque"
"eus","FR","Basque"
"eve","RU","Even"
"evh","NG","Uvbie"
"evn","CN","Evenki"
"evn","MN","Evenki"
"evn","RU","Evenki"
"ewe","GH","Éwé"
"ewe","TG","Éwé"
"ewo","CM","Ewondo"
"ext","ES","Extremaduran"
"ext","PT","Barranquian"
"eya","US","Eyak"
"eyo","KE","Keiyo"
"eza","NG","Ezaa"
"eze","NG","Uzekwe"
"faa","PG","Fasu"
"fab","GQ","Fa d'Ambu"
"fad","PG","Wagi"
"faf","SB","Fagani"
"fag","PG","Finongan"
"fah","NG","Fali of Baissa"
"fai","PG","Faiwol"
"faj","PG","Faita"
"fak","CM","Fang"
"fal","CM","Fali, South"
"fam","NG","Fam"
"fan","CG","Fang"
"fan","CM","Fang"
"fan","GA","Fang"
"fan","GQ","Fang"
"fao","DK","Faroese"
"fap","SN","Palor"
"far","SB","Fataleka"
"fas","IR","Persian"
"fau","ID","Fayu"
"fax","ES","Fala"
"fay","IR","Fars, Southwestern"
"faz","IR","Fars, Northwestern"
"fbl","PH","Bikol, West Albay"
"fcs","CA","Quebec Sign Language"
"fer","SS","Feroge"
"ffi","PG","Foia Foia"
"ffm","GH","Fulfulde, Maasina"
"ffm","ML","Fulfulde, Maasina"
"fgr","TD","Fongoro"
"fia","EG","Nobiin"
"fia","SD","Nobiin"
"fie","NG","Fyer"
"fij","FJ","Fijian"
"fil","PH","Filipino"
"fin","FI","Finnish"
"fin","RU","Finnish"
"fin","SE","Finnish"
"fip","TZ","Fipa"
"fir","NG","Firan"
"fit","FI","Finnish, Tornedalen"
"fit","SE","Finnish, Tornedalen"
"fiw","PG","Fiwaga"
"fkk","NG","Kirya-Konzel"
"fkv","NO","Finnish, Kven"
"fla","US","Kalispel-Pend d'Oreille"
"flh","ID","Foau"
"fli","NG","Fali"
"fll","CM","Fali, North"
"fln","AU","Flinders Island"
"flr","CD","Fuliiru"
"fly","ZA","Tsotsitaal"
"fmp","CM","Fe'fe'"
"fmu","IN","Muria, Far Western"
"fng","ZA","Pidgin Bantu"
"fng","ZM","Pidgin Bantu"
"fng","ZW","Pidgin Bantu"
"fni","TD","Fania"
"fod","BJ","Foodo"
"foi","PG","Foi"
"fom","CD","Foma"
"fon","BJ","Fon"
"fon","TG","Fon"
"for","PG","Fore"
"fos","TW","Siraya"
"fpe","GQ","Equatorial Guinean Pidgin"
"fqs","PG","Fas"
"fra","AD","French"
"fra","BE","French"
"fra","BF","French"
"fra","BI","French"
"fra","BJ","French"
"fra","BL","French"
"fra","CA","French"
"fra","CD","French"
"fra","CF","French"
"fra","CG","French"
"fra","CH","French"
"fra","CI","French"
"fra","CM","French"
"fra","DJ","French"
"fra","DZ","French"
"fra","FR","French"
"fra","GA","French"
"fra","GB","French"
"fra","GF","French"
"fra","GN","French"
"fra","GP","French"
"fra","GQ","French"
"fra","HT","French"
"fra","IN","French"
"fra","IT","French"
"fra","KH","French"
"fra","KM","French"
"fra","LB","French"
"fra","LU","French"
"fra","MC","French"
"fra","MF","French"
"fra","MG","French"
"fra","ML","French"
"fra","MQ","French"
"fra","MR","French"
"fra","MU","French"
"fra","NC","French"
"fra","NE","French"
"fra","PF","French"
"fra","PM","French"
"fra","RE","French"
"fra","RW","French"
"fra","SC","French"
"fra","SN","French"
"fra","TD","French"
"fra","TG","French"
"fra","TN","French"
"fra","US","French"
"fra","VU","French"
"fra","WF","French"
"fra","YT","French"
"frc","US","French, Cajun"
"frd","ID","Fordata"
"frk","DE","Frankish"
"frp","CH","Arpitan"
"frp","FR","Arpitan"
"frp","IT","Arpitan"
"frq","PG","Forak"
"frr","DE","Frisian, Northern"
"frs","DE","Frisian, Eastern"
"frt","VU","Fortsenal"
"fry","NL","Frisian, Western"
"fse","FI","Finnish Sign Language"
"fsl","FR","French Sign Language"
"fsl","GF","French Sign Language"
"fsl","GP","French Sign Language"
"fsl","MQ","French Sign Language"
"fss","FI","Finland-Swedish Sign Language"
"fub","CM","Fulfulde, Adamawa"
"fub","NG","Fulfulde, Adamawa"
"fub","SD","Fulfulde, Adamawa"
"fub","SS","Fulfulde, Adamawa"
"fub","TD","Fulfulde, Adamawa"
"fuc","GM","Pulaar"
"fuc","GN","Pulaar"
"fuc","GW","Pulaar"
"fuc","ML","Pulaar"
"fuc","MR","Pulaar"
"fuc","SN","Pulaar"
"fud","NC","Futuna, East"
"fud","WF","Futuna, East"
"fue","BJ","Fulfulde, Borgu"
"fue","NG","Fulfulde, Benin-Togo"
"fue","TG","Fulfulde, Borgu"
"fuf","GN","Pular"
"fuf","ML","Pular"
"fuf","SL","Pular"
"fuf","SN","Pular"
"fuh","BF","Fulfulde, Northeastern Burkina Faso"
"fuh","BJ","Fulfulde, Gorgal"
"fuh","NE","Fulfulde, Western Niger"
"fui","CF","Fulfulde, Bagirmi"
"fui","TD","Fulfulde, Bagirmi"
"fuj","SD","Ko"
"ful","SN","Fulah"
"fum","NG","Fum"
"fun","BR","Iatê"
"fuq","NE","Fulfulde, Central-Eastern Niger"
"fur","IT","Friulian"
"fut","VU","Futuna-Aniwa"
"fuu","CD","Furu"
"fuu","CF","Furu"
"fuv","CM","Fulfulde, Kano-Katsina-Bororro"
"fuv","NG","Fulfulde, Nigerian"
"fuv","TD","Fulfulde, Kano-Katsina-Bororro"
"fuy","PG","Fuyug"
"fvr","SD","Fur"
"fvr","TD","Fur"
"fwa","NC","Fwâi"
"fwe","NA","Fwe"
"gaa","GH","Ga"
"gab","TD","Gabri"
"gac","IN","Great Andamanese, Mixed"
"gad","PH","Gaddang"
"gae","BR","Guarequena"
"gae","VE","Guarequena"
"gaf","PG","Gende"
"gag","BG","Gagauz"
"gag","MD","Gagauz"
"gag","RO","Gagauz"
"gag","UA","Gagauz"
"gah","PG","Alekano"
"gai","PG","Mbore"
"gaj","PG","Gadsup"
"gak","ID","Gamkonora"
"gal","ID","Galolen"
"gal","TL","Galolen"
"gam","PG","Kandawo"
"gan","CN","Chinese, Gan"
"gao","PG","Gants"
"gap","PG","Gal"
"gaq","IN","Gata'"
"gar","PG","Galeya"
"gas","IN","Garasia, Adiwasi"
"gat","PG","Kenati"
"gau","IN","Gadaba, Mudhili"
"gaw","PG","Nobonob"
"gax","ET","Oromo, Borana-Arsi-Guji"
"gax","KE","Borana"
"gax","SO","Oromo, Borana-Arsi-Guji"
"gay","ID","Gayo"
"gaz","ET","Oromo, West Central"
"gba","CF","Gbaya"
"gbb","AU","Kaytetye"
"gbd","AU","Karadjeri"
"gbe","PG","Niksek"
"gbf","PG","Gaikundi"
"gbg","CD","Gbanziri"
"gbg","CF","Gbanziri"
"gbh","BJ","Gbe, Defi"
"gbi","ID","Galela"
"gbj","IN","Gadaba, Bodo"
"gbk","IN","Gaddi"
"gbl","IN","Gamit"
"gbm","IN","Garhwali"
"gbn","SS","Mo'da"
"gbo","LR","Grebo, Northern"
"gbp","CF","Gbaya-Bossangoa"
"gbq","CF","Gbaya-Bozoum"
"gbr","NG","Gbagyi"
"gbs","BJ","Gbe, Gbesi"
"gbu","AU","Gagadu"
"gbv","CF","Gbanu"
"gbw","AU","Gabi-Gabi"
"gbx","BJ","Gbe, Eastern Xwla"
"gby","NG","Gbari"
"gbz","IR","Dari, Zoroastrian"
"gcc","PG","Mali"
"gcd","AU","Ganggalida"
"gce","US","Galice"
"gcf","BL","Saint Barthélemy Creole French"
"gcf","GP","Guadeloupean Creole French"
"gcf","MQ","Martiniquan Creole French"
"gcl","GD","Grenadian Creole English"
"gcn","PG","Gaina"
"gcr","GF","Guianese Creole French"
"gct","VE","German, Colonia Tovar"
"gda","IN","Lohar, Gade"
"gdb","IN","Gadaba, Pottangi Ollar"
"gdc","AU","Gugu Badhun"
"gdd","PG","Gedaged"
"gde","CM","Gude"
"gde","NG","Gude"
"gdf","NG","Guduf-Gava"
"gdg","PH","Ga'dang"
"gdh","AU","Gadjerawang"
"gdi","CF","Gundi"
"gdj","AU","Gurdjar"
"gdk","TD","Gadang"
"gdl","ET","Dirasha"
"gdm","TD","Laal"
"gdn","PG","Umanakaina"
"gdo","RU","Ghodoberi"
"gdq","KW","Mehri"
"gdq","OM","Mehri"
"gdq","YE","Mehri"
"gdr","PG","Wipi"
"gds","NP","Ghandruk Sign Language"
"gdt","AU","Kungardutyi"
"gdu","NG","Gudu"
"gdx","IN","Godwari"
"gea","NG","Geruma"
"geb","PG","Kire"
"gec","LR","Grebo, Gboloo"
"ged","NG","Gade"
"geg","NG","Gengle"
"geh","CA","Hutterisch"
"geh","US","German, Hutterite"
"gei","ID","Gebe"
"gej","BJ","Gen"
"gej","TG","Gen"
"gek","NG","Yiwom"
"gel","NG","ut-Ma'in"
"geq","CF","Geme"
"ges","ID","Geser-Gorom"
"gew","NG","Gera"
"gex","SO","Garre"
"gey","CD","Enya"
"gez","ER","Geez"
"gez","ET","Geez"
"gfk","PG","Patpatar"
"gfx","NA","Mangetti Dune !Xung"
"gga","SB","Gao"
"ggb","LR","Gbii"
"ggd","AU","Gugadj"
"gge","AU","Guragone"
"ggg","PK","Gurgula"
"ggk","AU","Kungarakany"
"ggl","PG","Ganglau"
"ggm","AU","Gugu Mini"
"ggn","NP","Gurung, Eastern"
"ggo","IN","Gondi, Southern"
"ggt","PG","Gitua"
"ggu","CI","Gban"
"ggw","PG","Gogodala"
"gha","LY","Ghadamès"
"ghe","NP","Ghale, Southern"
"ghh","NP","Ghale, Northern"
"ghk","MM","Karen, Geko"
"ghl","SD","Ghulfan"
"ghn","SB","Ghanongga"
"gho","MA","Ghomara"
"ghr","PK","Ghera"
"ghs","PG","Guhu-Samane"
"ght","NP","Kuke"
"gia","AU","Kitja"
"gib","NG","Gibanawa"
"gic","ZA","Gail"
"gid","CM","Gidar"
"gid","TD","Gidar"
"gig","PK","Goaria"
"gih","AU","Githabul"
"gil","FJ","Kiribati"
"gil","KI","Kiribati"
"gil","SB","Kiribati"
"gil","TV","Kiribati"
"gim","PG","Gimi"
"gin","RU","Hinukh"
"gip","PG","Gimi"
"giq","CN","Hagei"
"giq","VN","Gelao, Green"
"gir","CN","Gelao, Red"
"gir","VN","Gelao, Red"
"gis","CM","Giziga, North"
"git","CA","Gitxsan"
"giu","CN","Mulao"
"giw","CN","Duoluo"
"giw","VN","Gelao, White"
"gix","CD","Gilima"
"giy","AU","Giyug"
"giz","CM","Giziga, South"
"gji","NG","Geji"
"gjk","IN","Koli, Kachi"
"gjk","PK","Koli, Kachi"
"gjm","AU","Gunditjmara"
"gjn","GH","Gonja"
"gju","AF","Gujari"
"gju","IN","Gujari"
"gju","PK","Gujari"
"gka","PG","Guya"
"gke","CM","Ndai"
"gkn","NG","Gokana"
"gko","AU","Kok-Nar"
"gkp","GN","Kpelle, Guinea"
"gla","GB","Gaelic, Scottish"
"glc","TD","Bon Gula"
"gld","CN","Nanai"
"gld","RU","Nanai"
"gle","CA","Irish"
"gle","GB","Irish"
"gle","IE","Irish"
"glg","ES","Galician"
"glg","PT","Galician"
"glh","AF","Pashayi, Northwest"
"gli","SB","Guliguli"
"glj","TD","Gula Iro"
"glk","IR","Gilaki"
"gll","AU","Garlali"
"glo","NG","Galambu"
"glr","LR","Glaro-Twabo"
"glu","TD","Gula"
"glv","IM","Manx"
"glw","CM","Glavda"
"glw","NG","Glavda"
"gly","SD","Gule"
"gma","AU","Gambera"
"gmb","SB","Gula'alaa"
"gmd","NG","Mághdì"
"gmm","CM","Gbaya-Mbodomo"
"gmn","CM","Gimnime"
"gmu","PG","Gumalu"
"gmv","ET","Gamo"
"gmx","TZ","Magoma"
"gmz","NG","Mgbolizhia"
"gna","BF","Kaansa"
"gnb","IN","Gangte"
"gnd","CM","Zulgo-Gemzek"
"gne","NG","Ganang"
"gng","BJ","Ngangam"
"gng","TG","Ngangam"
"gnh","NG","Lere"
"gni","AU","Gooniyandi"
"gnk","BW","||Gana"
"gnl","AU","Gangulu"
"gnm","PG","Ginuman"
"gnn","AU","Gumatj"
"gno","IN","Gondi, Northern"
"gnq","MY","Gana"
"gnr","AU","Gureng Gureng"
"gnt","PG","Guntai"
"gnu","PG","Gnau"
"gnw","BO","Guaraní, Western Bolivian"
"gnz","CF","Ganzi"
"goa","CI","Guro"
"gob","CO","Playero"
"gob","VE","Playero"
"goc","PG","Gorakor"
"god","CI","Godié"
"goe","BT","Gongduk"
"gof","ET","Gofa"
"gog","TZ","Gogo"
"goi","PG","Gobasi"
"goj","IN","Gowlan"
"gok","IN","Gowli"
"gol","LR","Gola"
"gol","SL","Gola"
"gom","IN","Konkani, Goan"
"gom","KE","Konkani, Goan"
"gon","IN","Gondi"
"goo","FJ","Gone Dau"
"gop","ID","Yeretuar"
"goq","ID","Gorap"
"gor","ID","Gorontalo"
"gos","NL","Gronings"
"gou","CM","Gavar"
"gow","TZ","Gorowa"
"gox","CD","Gobu"
"gox","CF","Gubu"
"goy","TD","Goundo"
"goz","IR","Gozarkhani"
"gpa","NG","Gupa-Abawa"
"gpe","GH","Ghanaian Pidgin English"
"gpn","PG","Taiap"
"gqa","NG","Ga'anda"
"gqi","CN","Guiqiong"
"gqn","BR","Guana"
"gqr","TD","Gor"
"gqu","CN","Qau"
"gra","IN","Garasia, Rajput"
"grb","LR","Grebo"
"grc","GR","Greek, Ancient"
"grd","NG","Guruntum-Mbaaru"
"grg","PG","Madi"
"grh","NG","Gbiri-Niragu"
"gri","SB","Ghari"
"grj","CI","Grebo, Southern"
"grj","LR","Grebo, Southern"
"grm","MY","Kota Marudu Talantang"
"grn","PY","Guarani"
"gro","CN","Groma"
"gro","IN","Groma"
"grq","PG","Gorovu"
"grr","DZ","Taznatit"
"grr","MA","Taznatit"
"grs","ID","Gresi"
"grt","BD","Garo"
"grt","IN","Garo"
"gru","ET","Kistane"
"grv","LR","Grebo, Central"
"grw","PG","Gweda"
"grx","PG","Guriaso"
"gry","LR","Grebo, Barclayville"
"gse","GH","Ghanaian Sign Language"
"gsg","DE","German Sign Language"
"gsl","SN","Gusilay"
"gsm","GT","Guatemalan Sign Language"
"gsn","PG","Gusan"
"gso","CF","Gbaya, Southwest"
"gsp","PG","Wasembo"
"gss","GR","Greek Sign Language"
"gsw","AT","Alemannic"
"gsw","CH","German, Swiss"
"gsw","DE","Alemannic"
"gsw","FR","Alsatian"
"gsw","LI","Alemannic"
"gta","BR","Guató"
"gti","CD","Gbati-ri"
"gtu","AU","Aghu-Tharnggala"
"gua","NG","Shiki"
"gub","BR","Guajajára"
"guc","CO","Wayuu"
"guc","VE","Wayuu"
"gud","CI","Dida, Yocoboué"
"gue","AU","Gurinji"
"guf","AU","Gupapuyngu"
"gug","PY","Guaraní, Paraguayan"
"guh","CO","Guahibo"
"guh","VE","Guahibo"
"gui","AR","Guaraní, Western Argentine"
"gui","BO","Guaraní, Eastern Bolivian"
"gui","PY","Guarayo"
"guj","IN","Gujarati"
"guj","KE","Gujarati"
"guj","PK","Gujarati"
"guj","SG","Gujarati"
"guj","TZ","Gujarati"
"guj","ZM","Gujarati"
"guk","ET","Gumuz"
"guk","SD","Gumuz"
"gul","US","Sea Island Creole English"
"gum","CO","Guambiano"
"gun","AR","Guaraní, Mbyá"
"gun","BR","Guaraní, Mbyá"
"gun","PY","Guaraní, Mbyá"
"guo","CO","Guayabero"
"gup","AU","Gunwinggu"
"guq","PY","Aché"
"gur","BF","Ninkare"
"gur","GH","Farefare"
"gus","GN","Guinean Sign Language"
"gut","CR","Maléku Jaíka"
"guu","BR","Yanomamö"
"guu","VE","Yanomamö"
"guv","CM","Gey"
"guw","BJ","Gun"
"guw","NG","Gun"
"gux","BF","Gourmanchéma"
"gux","BJ","Gourmanchéma"
"gux","NE","Gourmanchéma"
"gux","TG","Gourmanchéma"
"guz","KE","Ekegusii"
"guz","TZ","Gusii"
"gva","PY","Guana"
"gvc","BR","Guanano"
"gvc","CO","Guanano"
"gve","PG","Duwet"
"gvf","PG","Golin"
"gvj","BR","Guajá"
"gvl","TD","Gulay"
"gvm","NG","Gurmana"
"gvn","AU","Kuku-Yalanji"
"gvo","BR","Gavião do Jiparaná"
"gvp","BR","Gavião, Pará"
"gvr","BT","Gurung, Western"
"gvr","IN","Gurung, Western"
"gvr","NP","Gurung, Western"
"gvs","PG","Gumawana"
"gvy","AU","Guyani"
"gwa","CI","Mbato"
"gwb","NG","Gwa"
"gwc","PK","Kalami"
"gwd","ET","Gawwada"
"gwe","TZ","Gweno"
"gwf","PK","Gowro"
"gwg","NG","Moo"
"gwi","CA","Gwich'in"
"gwi","US","Gwich'in"
"gwj","BW","|Gwi"
"gwm","AU","Awngthim"
"gwn","NG","Gwandara"
"gwr","UG","Gwere"
"gwt","AF","Gawar-Bati"
"gwt","PK","Gawar-Bati"
"gwu","AU","Guwamu"
"gww","AU","Kwini"
"gwx","GH","Gua"
"gxx","CI","Wè Southern"
"gya","CF","Gbaya, Northwest"
"gya","CG","Gbaya"
"gya","CM","Gbaya, Northwest"
"gya","NG","Gbaya, Northwest"
"gyb","PG","Garus"
"gyd","AU","Kayardild"
"gye","NG","Gyem"
"gyf","AU","Gungabula"
"gyg","CF","Gbayi"
"gyi","CM","Gyele"
"gyi","GQ","Gyele"
"gyl","ET","Gayil"
"gym","CR","Ngäbere"
"gym","PA","Ngäbere"
"gyn","GY","Guyanese Creole English"
"gyn","SR","Guyanese Creole English"
"gyr","BO","Guarayu"
"gyy","AU","Gunya"
"gza","ET","Ganza"
"gza","SD","Ganza"
"gzi","IR","Gazi"
"gzn","ID","Gane"
"haa","CA","Han"
"haa","US","Han"
"hab","VN","Hanoi Sign Language"
"hac","IQ","Gurani"
"hac","IR","Hawrami"
"had","ID","Hatam"
"hae","ET","Oromo, Eastern"
"haf","VN","Haiphong Sign Language"
"hag","GH","Hanga"
"hah","PG","Hahon"
"hai","CA","Haida"
"haj","BD","Hajong"
"haj","IN","Hajong"
"hak","BN","Chinese, Hakka"
"hak","CN","Chinese, Hakka"
"hak","GF","Chinese, Hakka"
"hak","HK","Chinese, Hakka"
"hak","ID","Chinese, Hakka"
"hak","KH","Chinese, Hakka"
"hak","MY","Chinese, Hakka"
"hak","PA","Chinese, Hakka"
"hak","PF","Chinese, Hakka"
"hak","SG","Chinese, Hakka"
"hak","SR","Chinese, Hakka"
"hak","TH","Chinese, Hakka"
"hak","TW","Chinese, Hakka"
"hal","LA","Salang"
"hal","VN","Halang"
"ham","PG","Hewa"
"han","TZ","Hangaza"
"hao","PG","Hakö"
"hap","ID","Hupla"
"haq","TZ","Ha"
"har","ET","Harari"
"has","CA","Haisla"
"hat","DO","Haitian"
"hat","HT","Haitian"
"hau","BF","Hausa"
"hau","BJ","Hausa"
"hau","CM","Hausa"
"hau","GH","Hausa"
"hau","NE","Hausa"
"hau","NG","Hausa"
"hau","SD","Hausa"
"hav","CD","Havu"
"haw","US","Hawaiian"
"hax","CA","Haida, Southern"
"hay","TZ","Haya"
"haz","AF","Hazaragi"
"haz","IR","Hazaragi"
"haz","PK","Hazaragi"
"hba","CD","Hamba"
"hbb","NG","Huba"
"hbn","SD","Heiban"
"hbo","IL","Hebrew, Ancient"
"hbs","RS","Serbo-Croatian"
"hbu","TL","Habun"
"hca","IN","Andaman Creole Hindi"
"hch","MX","Huichol"
"hdn","CA","Haida, Northern"
"hdn","US","Haida, Northern"
"hds","HN","Honduras Sign Language"
"hdy","ET","Hadiyya"
"hea","CN","Miao, Northern Qiandong"
"heb","IL","Hebrew"
"hed","TD","Herdé"
"heg","ID","Helong"
"heh","TZ","Hehe"
"hei","CA","Heiltsuk"
"hem","CD","Hemba"
"her","BW","Herero"
"her","NA","Herero"
"hgm","NA","Hai||om"
"hgw","PG","Haigwai"
"hhi","PG","Hoia Hoia"
"hhr","SN","Kerak"
"hhy","PG","Hoyahoya"
"hia","NG","Lamang"
"hib","PE","Hibito"
"hid","US","Hidatsa"
"hif","FJ","Hindi, Fiji"
"hig","NG","Kamwe"
"hih","PG","Pamosu"
"hii","IN","Hinduri"
"hij","CM","Hijuk"
"hik","ID","Seit-Kaitetu"
"hil","PH","Hiligaynon"
"hin","IN","Hindi"
"hin","NP","Hindi"
"hin","SG","Hindi"
"hin","ZA","Hindi"
"hio","BW","Tsoa"
"hio","ZW","Tsoa"
"hir","BR","Himarimã"
"hiw","VU","Hiw"
"hix","BR","Hixkaryána"
"hji","ID","Haji"
"hka","TZ","Kahe"
"hke","CD","Hunde"
"hkk","PG","Hunjara-Kaina Ke"
"hks","HK","Hong Kong Sign Language"
"hla","PG","Halia"
"hlb","IN","Halbi"
"hld","LA","Halang Doan"
"hld","VN","Halang Doan"
"hle","CN","Hlersu"
"hlt","IN","Chin, Matu"
"hlt","MM","Chin, Matu"
"hma","CN","Miao, Southern Mashan"
"hmb","BF","Songhay"
"hmb","ML","Songhay, Humburi Senni"
"hmc","CN","Miao, Central Huishui"
"hmd","CN","Miao, Large Flowery"
"hme","CN","Miao, Eastern Huishui"
"hmf","VN","Hmong Don"
"hmg","CN","Miao, Southwestern Guiyang"
"hmh","CN","Miao, Southwestern Huishui"
"hmi","CN","Miao, Northern Huishui"
"hmj","CN","Ge"
"hml","CN","Miao, Luopohe"
"hmm","CN","Miao, Central Mashan"
"hmn","CN","Hmong"
"hmo","PG","Motu, Hiri"
"hmp","CN","Miao, Northern Mashan"
"hmq","CN","Miao, Eastern Qiandong"
"hmr","IN","Hmar"
"hms","CN","Miao, Southern Qiandong"
"hmt","PG","Hamtai"
"hmu","ID","Hamap"
"hmv","VN","Hmong Dô"
"hmw","CN","Miao, Western Mashan"
"hmy","CN","Miao, Southern Guiyang"
"hmz","CN","Sinicized Miao"
"hmz","VN","Sinicized Miao"
"hna","CM","Mina"
"hnd","PK","Hindko, Southern"
"hne","IN","Chhattisgarhi"
"hnh","BW","||Ani"
"hni","CN","Hani"
"hni","LA","Hani"
"hni","VN","Hani"
"hnj","CN","Hmong Njua"
"hnj","LA","Hmong Njua"
"hnj","MM","Hmong Njua"
"hnj","TH","Hmong Njua"
"hnj","VN","Hmong Njua"
"hnn","PH","Hanunoo"
"hno","PK","Hindko, Northern"
"hns","GY","Hindustani, Caribbean"
"hns","SR","Hindustani, Caribbean"
"hns","TT","Hindustani, Caribbean"
"hnu","LA","Hung"
"hnu","VN","Hung"
"hoa","SB","Hoava"
"hob","PG","Mari"
"hoc","IN","Ho"
"hod","NG","Holma"
"hoe","NG","Horom"
"hoh","OM","Hobyót"
"hoi","US","Holikachuk"
"hoj","IN","Haroti"
"hol","AO","Holu"
"hol","CD","Holu"
"hom","SS","Homa"
"hoo","CD","Holoholo"
"hop","US","Hopi"
"hor","TD","Horo"
"hos","VN","Ho Chi Minh City Sign Language"
"hot","PG","Hote"
"hov","ID","Hovongan"
"how","CN","Honi"
"hoy","IN","Holiya"
"hoz","ET","Hozo"
"hpo","MM","Hpon"
"hps","US","Hawai'i Pidgin Sign Language"
"hra","IN","Hrangkhol"
"hrc","PG","Niwer Mil"
"hre","VN","Hre"
"hrk","ID","Haruku"
"hrm","CN","Miao, Horned"
"hro","VN","Haroi"
"hrp","AU","Nhirrpi"
"hrt","TR","Hértevin"
"hru","IN","Hruso"
"hrv","AT","Croatian"
"hrv","BA","Croatian"
"hrv","HR","Croatian"
"hrv","HU","Croatian"
"hrv","IT","Croatian"
"hrv","ME","Croatian"
"hrv","RS","Croatian"
"hrv","SI","Croatian"
"hrv","SK","Croatian"
"hrw","PG","Warwar Feni"
"hrx","BR","Hunsrik"
"hrz","IR","Harzani"
"hsb","DE","Sorbian, Upper"
"hsh","HU","Hungarian Sign Language"
"hsl","NG","Hausa Sign Language"
"hsn","CN","Chinese, Xiang"
"hss","OM","Harsusi"
"hti","ID","Hoti"
"hto","CO","Huitoto, Minica"
"hts","TZ","Hadza"
"htu","ID","Hitu"
"hub","PE","Huambisa"
"huc","BW","‡Hua"
"hud","ID","Huaulu"
"hue","MX","Huave, San Francisco del Mar"
"huf","PG","Humene"
"hug","PE","Huachipaeri"
"huh","CL","Huilliche"
"hui","PG","Huli"
"huj","CN","Miao, Northern Guiyang"
"huk","ID","Hulung"
"hul","PG","Hula"
"hum","CD","Hungana"
"hun","AT","Hungarian"
"hun","HR","Hungarian"
"hun","HU","Hungarian"
"hun","IL","Hungarian"
"hun","RO","Hungarian"
"hun","RS","Hungarian"
"hun","SI","Hungarian"
"hun","SK","Hungarian"
"hun","UA","Hungarian"
